Latitude,Longitude,Zipcode,id,listing_url,name,picture_url,host_id,host_url,host_name,host_since,host_location,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,code-chicago,room_type,accommodates,bathrooms_text,bedrooms,beds,price,revenue_potential_annual,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,Average Annual Max Temp (F),Average Annual Min Temp (F),Average Annual Precipitation (inches),Average Annual Wind Speed (mph),Average Annual UV Index (0-10),Average Annual Visibility (miles),Average Annual Cloud Cover (%),Average Annual Humidity (%),Average Annual Solar Radiation (W/m^2),median_ppsf
41.89591,-87.6626,60642,15904833,https://www.airbnb.com/rooms/15904833,Enjoyful  Bedroom for Travelers,https://a0.muscache.com/pictures/5696dc91-4ddd-4384-9e83-6ccaea5afad0.jpg,76133827,https://www.airbnb.com/users/show/76133827,Anny,06-06-2016,"Chicago, IL",51%,f,https://a0.muscache.com/im/pictures/user/1c96ad85-eb24-473d-beb2-e44f86f80753.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c96ad85-eb24-473d-beb2-e44f86f80753.jpg?aki_policy=profile_x_medium,West Town/Noble Square,6,t,f,West Town,Private room in rental unit,1,Private room,2,1 private bath,1,1,95.00,22990,t,30,60,82,242,28,16,0,4.79,4.93,4.86,4.61,4.86,4.93,4.75,60.32246575,45.13369863,0.081183562,15.8890411,4.594520548,9.323013699,65.11890411,62.42657534,136.1065753,332.7105263
41.9089,-87.68775,60645,15911102,https://www.airbnb.com/rooms/15911102,Large Wicker Park Loft - Walk To Everything!,https://a0.muscache.com/pictures/768b0c52-ff29-442b-ae03-be897883c4d1.jpg,103220942,https://www.airbnb.com/users/show/103220942,Perry,10-11-2016,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/dfdb51a0-0151-4f1f-8bbc-99548e7660cc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dfdb51a0-0151-4f1f-8bbc-99548e7660cc.jpg?aki_policy=profile_x_medium,Wicker Park,2,t,f,West Town,Entire loft,2,Entire home/apt,5,1 bath,1,2,82.00,14432,t,10,26,40,176,410,59,3,4.78,4.86,4.71,4.94,4.98,4.84,4.73,59.67369863,44.18849315,0.080350685,15.25150685,4.594520548,9.325479452,60.35972603,63.99561644,136.0830137,147.5
41.89235,-87.62732,60611,15926884,https://www.airbnb.com/rooms/15926884,Traveler's Dream - 1 bed in a shared bedroom,https://a0.muscache.com/pictures/b90587fb-0231-4e10-bc42-67697ecb1ec3.jpg,57387860,https://www.airbnb.com/users/show/57387860,Freehand,04-02-2016,"Chicago, IL",99%,f,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_x_medium,River North,24,t,t,Near North Side,Room in hostel,1,Hotel room,1,1 shared bath,1,4,38.00,13110,t,30,60,90,345,31,5,0,4.77,4.74,4.77,4.81,4.84,4.94,4.74,60.30164384,45.10109589,0.081134247,15.8430137,4.594520548,9.324109589,64.74986301,62.47671233,136.1380822,358.3241455
41.897667,-87.702988,60647,15939618,https://www.airbnb.com/rooms/15939618,â­ï¸Apt. in the â¤ï¸ of Humboldt Park w/Free St. PKGâ­ï¸,https://a0.muscache.com/pictures/b2d47dd9-86ed-4b61-b10a-1700be43f35b.jpg,1214607,https://www.airbnb.com/users/show/1214607,Coral,27-09-2011,"Carolina, Puerto Rico",100%,t,https://a0.muscache.com/im/pictures/user/b6479deb-eddc-470d-8567-6b32fac01d46.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b6479deb-eddc-470d-8567-6b32fac01d46.jpg?aki_policy=profile_x_medium,Humboldt Park,4,t,t,Humboldt Park,Entire rental unit,1,Entire home/apt,5,1 bath,3,3,100.00,2000,t,13,20,20,20,385,76,2,4.94,4.97,4.96,4.98,4.97,4.78,4.92,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,329.8670669
41.89235,-87.62732,60611,15950510,https://www.airbnb.com/rooms/15950510,Traveler's Dream - 1 bed in a shared bedroom,https://a0.muscache.com/pictures/d9b94740-3410-4d5f-8f86-2776b3e56118.jpg,57387860,https://www.airbnb.com/users/show/57387860,Freehand,04-02-2016,"Chicago, IL",99%,f,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_x_medium,River North,24,t,t,Near North Side,Room in hostel,1,Hotel room,1,1 shared bath,1,4,38.00,13110,t,30,60,90,345,25,9,0,4.2,4.36,4.48,4.68,4.32,4.84,4.32,60.30164384,45.10109589,0.081134247,15.8430137,4.594520548,9.324109589,64.74986301,62.47671233,136.1380822,358.3241455
41.9741,-87.6631,60640,15954582,https://www.airbnb.com/rooms/15954582,"Private, Charming, Coach House Loft in Andersonville",https://a0.muscache.com/pictures/40904695-a1e2-4056-ae9a-c0bad971e1a6.jpg,97706065,https://www.airbnb.com/users/show/97706065,Wesley,02-10-2016,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/e180b024-69d0-4de8-84b3-5c3bfdecdd78.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e180b024-69d0-4de8-84b3-5c3bfdecdd78.jpg?aki_policy=profile_x_medium,Andersonville,1,t,t,Uptown,Entire guesthouse,4,Entire home/apt,2,1 bath,,1,149.00,28012,t,18,32,47,188,290,56,1,4.9,4.96,4.95,4.98,4.97,4.99,4.89,59.85589041,44.51150685,0.080419178,15.39561644,4.594520548,9.325479452,62.16794521,63.48356164,136.3227397,351.8229167
41.89235,-87.62732,60611,15957773,https://www.airbnb.com/rooms/15957773,Traveler's Dream - 1 bed in a shared bedroom,https://a0.muscache.com/pictures/6447e15c-40c5-4735-bd72-8e569e33b647.jpg,57387860,https://www.airbnb.com/users/show/57387860,Freehand,04-02-2016,"Chicago, IL",99%,f,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_x_medium,River North,24,t,t,Near North Side,Room in hostel,1,Hotel room,1,1 shared bath,1,4,38.00,13110,t,30,60,90,345,17,4,0,4.59,4.88,4.59,4.76,4.59,4.88,4.53,60.30164384,45.10109589,0.081134247,15.8430137,4.594520548,9.324109589,64.74986301,62.47671233,136.1380822,358.3241455
41.9537,-87.662,60613,15983050,https://www.airbnb.com/rooms/15983050,Your Perfect Wrigleyville Weekend Home Base - Steps to the Addison Brown Line,https://a0.muscache.com/pictures/prohost-api/Hosting-15983050/original/0b088f9d-08d2-44bd-84c6-f7c4168d20fa.png,103847672,https://www.airbnb.com/users/show/103847672,John,15-11-2016,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/bb6697d6-1e02-4e91-a436-ed2691b6faf7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bb6697d6-1e02-4e91-a436-ed2691b6faf7.jpg?aki_policy=profile_x_medium,North Center,1,t,t,Lake View,Entire condo,2,Entire home/apt,6,1 bath,2,2,84.00,28308,t,20,40,67,337,270,40,1,4.92,4.91,4.9,4.95,4.97,4.9,4.82,59.96136986,44.66712329,0.080493151,15.48849315,4.594520548,9.323561644,63.04931507,63.21945205,136.0723288,262.0689655
42.00214,-87.66412,60626,16001987,https://www.airbnb.com/rooms/16001987,"Remodeled, Near Loyola, Beach and Subway",https://a0.muscache.com/pictures/badb26a4-038c-4329-a32a-9c6527b658e4.jpg,71205935,https://www.airbnb.com/users/show/71205935,Gary,09-05-2016,"Chicago, IL",96%,f,https://a0.muscache.com/im/pictures/user/bc9d09a1-5c75-4c2f-ab09-4a3398dd3d10.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bc9d09a1-5c75-4c2f-ab09-4a3398dd3d10.jpg?aki_policy=profile_x_medium,Rogers Park,2,t,t,Rogers Park,Entire rental unit,1,Entire home/apt,6,2 baths,3,3,144.00,40752,t,15,37,59,283,99,21,3,5,4.99,5,5,5,4.97,4.88,59.72082192,44.26821918,0.080531507,15.23671233,4.594520548,9.326575342,60.35178082,63.87424658,136.0830137,200
41.91496,-87.70588,60647,16012260,https://www.airbnb.com/rooms/16012260,Logan Square Spa,https://a0.muscache.com/pictures/e093b714-621e-4b5e-b89a-654108e288c8.jpg,28462890,https://www.airbnb.com/users/show/28462890,Curtis,27-02-2015,"Chicago, IL",97%,t,https://a0.muscache.com/im/pictures/user/fe2c5296-8620-4d41-b9bd-bfc47e2cc130.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fe2c5296-8620-4d41-b9bd-bfc47e2cc130.jpg?aki_policy=profile_x_medium,Logan Square,1,t,t,Logan Square,Entire condo,2,Entire home/apt,4,2 baths,2,2,102.00,8976,t,28,58,88,88,49,28,3,4.84,4.92,4.84,4.78,4.8,4.88,4.82,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,325.2906977
41.96954,-87.77017,60630,16026075,https://www.airbnb.com/rooms/16026075,Entire 1st Floor Apt near O'Hare/ORD & Blue Line,https://a0.muscache.com/pictures/miso/Hosting-16026075/original/a1873287-18eb-4444-ac43-edacdbb532fc.jpeg,14045362,https://www.airbnb.com/users/show/14045362,Anna,08-04-2014,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/26f70ce7-b9d0-44be-95d5-c27064acfd6a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26f70ce7-b9d0-44be-95d5-c27064acfd6a.jpg?aki_policy=profile_x_medium,Jefferson Park,1,t,t,Jefferson Park,Entire rental unit,1,Entire home/apt,5,1 bath,2,3,105.00,10605,t,3,12,28,101,206,17,1,4.95,4.97,4.96,5,4.99,4.92,4.95,59.65150685,44.19150685,0.079873973,15.58054795,4.594520548,9.318082192,63.08849315,64.01315068,136.7583562,244.5440281
41.82412,-87.60415,60653,16039792,https://www.airbnb.com/rooms/16039792,'22 CasaNova Modern City Living,https://a0.muscache.com/pictures/miso/Hosting-16039792/original/dd4c8e93-1253-4f7f-a279-2cbd947798bd.jpeg,29344264,https://www.airbnb.com/users/show/29344264,Lilly,14-03-2015,"Chicago, IL",100%,f,https://a0.muscache.com/im/pictures/user/3a46f763-9530-49a9-9ec9-2d8379ad873c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3a46f763-9530-49a9-9ec9-2d8379ad873c.jpg?aki_policy=profile_x_medium,Oakland,1,t,f,Oakland,Entire home,3,Entire home/apt,8,2.5 baths,4,6,382.00,57682,t,27,53,69,151,6,6,3,4.67,4.5,4.67,4.33,4.67,4.17,4.67,60.59287671,45.30493151,0.080271233,16.33068493,5.668493151,9.300547945,66.11863014,62.59342466,238.1413699,99.74820841
41.97837,-87.71576,60659,16052779,https://www.airbnb.com/rooms/16052779,Cozy East room,https://a0.muscache.com/pictures/480f119c-c566-4e80-959f-e59fa7538a6c.jpg,104526288,https://www.airbnb.com/users/show/104526288,Myrtle,20-11-2016,"Chicago, IL",94%,f,https://a0.muscache.com/im/pictures/user/44db4899-c5e9-4360-993a-51ce1362497b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/44db4899-c5e9-4360-993a-51ce1362497b.jpg?aki_policy=profile_x_medium,North Park,2,t,f,North Park,Private room in home,3,Private room,1,1 shared bath,1,1,43.00,15652,t,29,59,89,364,75,18,0,4.8,4.86,4.62,4.88,4.95,4.85,4.81,59.71287671,44.27123288,0.080336986,15.33260274,4.594520548,9.324383562,61.36767123,63.8769863,136.3227397,193.490701
41.92197,-87.69221,60647,16070011,https://www.airbnb.com/rooms/16070011,The Treehouse Apt in Logan Square,https://a0.muscache.com/pictures/miso/Hosting-16070011/original/f2cae94f-445f-4ab1-9d5b-eb21bcc7f8d0.jpeg,24376952,https://www.airbnb.com/users/show/24376952,Sarah,01-12-2014,"Chicago, IL",96%,t,https://a0.muscache.com/im/pictures/user/3eea3138-2852-4ac8-bc26-700184e57c1b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3eea3138-2852-4ac8-bc26-700184e57c1b.jpg?aki_policy=profile_x_medium,Logan Square,1,t,t,Logan Square,Entire rental unit,1,Entire home/apt,2,1 bath,1,1,90.00,22860,t,9,22,32,254,59,31,1,4.71,4.88,4.68,4.85,4.58,4.97,4.8,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,329.8670669
41.90921,-87.69192,60647,16143701,https://www.airbnb.com/rooms/16143701,"Charming, spacious cozy 2 bedrooms",https://a0.muscache.com/pictures/14be439e-a16b-4b5b-8e3d-25f902884bd2.jpg,101289163,https://www.airbnb.com/users/show/101289163,Safa,25-10-2016,"Chicago, IL",95%,f,https://a0.muscache.com/im/pictures/user/048215cf-7d16-4fb3-8eb9-276f0096b690.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/048215cf-7d16-4fb3-8eb9-276f0096b690.jpg?aki_policy=profile_x_medium,Humboldt Park,2,t,t,West Town,Entire rental unit,1,Entire home/apt,4,1 bath,2,2,159.00,24645,t,22,43,68,155,154,7,0,4.87,4.91,4.88,4.98,4.99,4.75,4.78,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,329.8670669
41.98593,-87.66764,60660,16229723,https://www.airbnb.com/rooms/16229723,Andersonville Living,https://a0.muscache.com/pictures/c891a2f4-fb22-4b5f-8aca-ca677be03621.jpg,256976840,https://www.airbnb.com/users/show/256976840,Joseph,20-04-2019,"Chicago, IL",N/A,f,https://a0.muscache.com/im/pictures/user/e5ae0e4a-bcd8-475f-984d-43f7ed8b1f27.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e5ae0e4a-bcd8-475f-984d-43f7ed8b1f27.jpg?aki_policy=profile_x_medium,,3,t,t,Edgewater,Entire rental unit,1,Entire home/apt,6,1 bath,3,5,125.00,10500,t,8,18,37,84,341,37,0,4.91,4.93,4.84,4.95,4.91,4.93,4.92,59.78547945,44.39753425,0.079972603,15.33287671,4.594520548,9.326575342,61.34,63.6690411,136.0830137,213.0701157
41.90081,-87.6326,60610,16246568,https://www.airbnb.com/rooms/16246568,â˜…Downtownâ˜…Self Check-Inâ˜…Smart TVâ˜…Walk Score 98,https://a0.muscache.com/pictures/d792d60c-8676-4f0f-a672-8813a7c712a6.jpg,51277433,https://www.airbnb.com/users/show/51277433,Kanan,14-12-2015,"Chicago, IL",92%,t,https://a0.muscache.com/im/pictures/user/8563fe32-4d16-4032-92ff-c93df184202a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8563fe32-4d16-4032-92ff-c93df184202a.jpg?aki_policy=profile_x_medium,River North,4,t,t,Near North Side,Private room in guest suite,1,Private room,2,1 private bath,1,1,124.00,38192,t,19,40,59,308,208,3,0,4.79,4.91,4.81,4.91,4.89,4.95,4.75,60.34849315,45.15561644,0.081213699,15.90684932,4.594520548,9.323013699,65.0660274,62.38383562,136.1065753,342.0807453
41.89235,-87.62732,60611,16297519,https://www.airbnb.com/rooms/16297519,Traveler's Dream - 1 bed in a shared bedroom,https://a0.muscache.com/pictures/5bc88a90-ba1e-4e2e-9641-b8212f5a26aa.jpg,57387860,https://www.airbnb.com/users/show/57387860,Freehand,04-02-2016,"Chicago, IL",99%,f,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_x_medium,River North,24,t,t,Near North Side,Room in hostel,1,Hotel room,1,1 shared bath,1,4,38.00,13110,t,30,60,90,345,46,29,1,4.67,4.8,4.59,4.93,4.76,5,4.83,60.30164384,45.10109589,0.081134247,15.8430137,4.594520548,9.324109589,64.74986301,62.47671233,136.1380822,358.3241455
41.93845,-87.66278,60657,16302846,https://www.airbnb.com/rooms/16302846,"Fully-renovated, modern 1-BR apartment.",https://a0.muscache.com/pictures/cc85c318-7ace-4fe5-adef-106534255cf5.jpg,11036600,https://www.airbnb.com/users/show/11036600,Mari,05-01-2014,"Naples, FL",91%,t,https://a0.muscache.com/im/users/11036600/profile_pic/1427607533/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/11036600/profile_pic/1427607533/original.jpg?aki_policy=profile_x_medium,Royal Harbor,28,t,t,Lake View,Entire rental unit,1,Entire home/apt,4,0 baths,1,1,135.00,28755,t,18,36,39,213,167,13,4,4.89,4.95,4.92,4.96,4.99,4.9,4.74,60.04273973,44.77917808,0.080605479,15.56986301,4.594520548,9.323561644,63.56767123,63.03835616,136.1432877,326.8902786
41.97674,-87.76449,60630,16323999,https://www.airbnb.com/rooms/16323999,FAST WIFI Apartment in Jefferson Park | Blue Line,https://a0.muscache.com/pictures/8ee1dd8a-7d3b-45f1-b8ce-2f52bd25b910.jpg,3965428,https://www.airbnb.com/users/show/3965428,Rob,24-10-2012,"Chicago, IL",74%,t,https://a0.muscache.com/im/pictures/user/4cc3ccfe-9063-4635-bd02-ee99790325cf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4cc3ccfe-9063-4635-bd02-ee99790325cf.jpg?aki_policy=profile_x_medium,South Loop/Printers Row,83,t,t,Jefferson Park,Entire rental unit,1,Entire home/apt,1,1 bath,1,2,80.00,29200,t,30,60,90,365,0,0,0,,,,,,,,59.65150685,44.19150685,0.079873973,15.58054795,4.594520548,9.318082192,63.08849315,64.01315068,136.7583562,244.5440281
41.9916,-87.69375,60645,16346266,https://www.airbnb.com/rooms/16346266,Magnificent Place & Tons of Space | 3 Bedrooms,https://a0.muscache.com/pictures/b64b8de2-e756-4e72-9d00-63b68fa50a0a.jpg,24337590,https://www.airbnb.com/users/show/24337590,Obinna,30-11-2014,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/6b310a11-5d6f-4192-9721-11f184287c41.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6b310a11-5d6f-4192-9721-11f184287c41.jpg?aki_policy=profile_x_medium,West Ridge,3,t,t,West Ridge,Entire condo,2,Entire home/apt,8,2 baths,3,3,143.00,12727,t,11,24,48,89,73,21,1,4.7,4.77,4.49,4.79,4.95,4.75,4.7,59.67369863,44.18849315,0.080350685,15.25150685,4.594520548,9.325479452,60.35972603,63.99561644,136.0830137,147.5
41.95042,-87.73472,60641,16353883,https://www.airbnb.com/rooms/16353883,"Old Irving Park 2 bd/1 ba, 20 mins to Downtown",https://a0.muscache.com/pictures/3ed37f99-5cc3-47e5-8090-bd73e198fff1.jpg,459291,https://www.airbnb.com/users/show/459291,Silvia,23-03-2011,"Chicago, IL",100%,f,https://a0.muscache.com/im/users/459291/profile_pic/1422409355/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/459291/profile_pic/1422409355/original.jpg?aki_policy=profile_x_medium,Irving Park,2,t,t,Irving Park,Entire rental unit,1,Entire home/apt,6,1 bath,2,2,175.00,43400,t,15,45,58,248,49,6,0,4.88,4.94,4.94,5,4.96,4.86,4.84,59.80575342,44.44767123,0.080194521,15.59452055,5.531506849,9.31890411,63.92849315,63.59178082,245.8380822,250
41.85725,-87.69515,60629,16365205,https://www.airbnb.com/rooms/16365205,Frida 2720 (2F),https://a0.muscache.com/pictures/99352d22-b5b0-4da3-8984-3ed502c1cc3a.jpg,36128270,https://www.airbnb.com/users/show/36128270,Juanita,18-06-2015,"Chicago, IL",100%,f,https://a0.muscache.com/im/pictures/user/a5e67cc2-d218-429d-814f-522d6af14404.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a5e67cc2-d218-429d-814f-522d6af14404.jpg?aki_policy=profile_x_medium,North Lawndale,4,t,t,North Lawndale,Private room in rental unit,1,Private room,1,1 shared bath,1,1,45.00,15255,t,4,34,64,339,215,27,0,4.53,4.7,4.45,4.7,4.7,4.53,4.65,61.12958904,45.95013699,0.081679452,17.11424658,5.649315068,9.318630137,68.31178082,61.01780822,237.0531507,179.973822
41.89235,-87.62732,60611,16403903,https://www.airbnb.com/rooms/16403903,Traveler's Dream - 1 bed in a shared bedroom,https://a0.muscache.com/pictures/8e040e2c-a0e6-455c-a3ef-5bb6becce095.jpg,57387860,https://www.airbnb.com/users/show/57387860,Freehand,04-02-2016,"Chicago, IL",99%,f,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_x_medium,River North,24,t,t,Near North Side,Room in hostel,1,Hotel room,1,1 shared bath,1,4,38.00,13110,t,30,60,90,345,32,6,0,4.47,4.66,4.59,4.53,4.56,4.94,4.69,60.30164384,45.10109589,0.081134247,15.8430137,4.594520548,9.324109589,64.74986301,62.47671233,136.1380822,358.3241455
41.89235,-87.62732,60611,16442292,https://www.airbnb.com/rooms/16442292,Traveler's Dream - 1 bed in a shared bedroom,https://a0.muscache.com/pictures/26dda68f-f3f4-4417-aa76-13513a62128e.jpg,57387860,https://www.airbnb.com/users/show/57387860,Freehand,04-02-2016,"Chicago, IL",99%,f,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/476cbb50-cb2c-4d86-8903-1eb56f5c1e20.jpg?aki_policy=profile_x_medium,River North,24,t,t,Near North Side,Room in boutique hotel,2,Hotel room,1,1 shared bath,1,4,38.00,13110,t,30,60,90,345,129,26,1,4.57,4.68,4.51,4.8,4.66,4.9,4.56,60.30164384,45.10109589,0.081134247,15.8430137,4.594520548,9.324109589,64.74986301,62.47671233,136.1380822,358.3241455
41.9037,-87.63364,60610,16453692,https://www.airbnb.com/rooms/16453692,Stunning Old Town Penthouse with Private Rooftop,https://a0.muscache.com/pictures/77c76d70-e62b-4802-888f-83dc4f572f8e.jpg,5402236,https://www.airbnb.com/users/show/5402236,Casey,10-03-2013,"Chicago, IL",99%,t,https://a0.muscache.com/im/users/5402236/profile_pic/1437529107/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5402236/profile_pic/1437529107/original.jpg?aki_policy=profile_x_medium,Old Town,3,t,t,Near North Side,Entire loft,2,Entire home/apt,16,4 baths,5,8,850.00,200600,t,12,35,50,236,169,40,1,4.9,4.85,4.85,4.94,4.96,4.97,4.7,60.34849315,45.15561644,0.081213699,15.90684932,4.594520548,9.323013699,65.0660274,62.38383562,136.1065753,335.2396514
41.87131,-87.6253,60605,16488400,https://www.airbnb.com/rooms/16488400,A Loft More!,https://a0.muscache.com/pictures/c97614af-687d-4a0f-80af-400caac0cf72.jpg,9430907,https://www.airbnb.com/users/show/9430907,Anthony,14-10-2013,United States,N/A,f,https://a0.muscache.com/im/users/9430907/profile_pic/1433113273/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9430907/profile_pic/1433113273/original.jpg?aki_policy=profile_x_medium,Laurel Canyon,3,t,t,Loop,Entire loft,2,Entire home/apt,4,2 baths,1,1,350.00,30800,t,28,58,88,88,0,0,0,,,,,,,,60.4860274,45.2139726,0.080210959,16.20931507,5.101369863,9.300821918,66.29013699,62.73643836,182.8134247,314.6067416
41.89285,-87.61899,60611,16508819,https://www.airbnb.com/rooms/16508819,Right by NU Location w/ Laundry + Pool/Gym,https://a0.muscache.com/pictures/01f51d51-138f-4967-9b24-79313a648480.jpg,67653393,https://www.airbnb.com/users/show/67653393,Dan,17-04-2016,"Chicago, IL",0%,f,https://a0.muscache.com/im/pictures/user/fb011f78-4df0-4cb8-9b8a-494676788a42.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fb011f78-4df0-4cb8-9b8a-494676788a42.jpg?aki_policy=profile_x_medium,River North,4,t,f,Near North Side,Entire rental unit,1,Entire home/apt,4,1 bath,2,3,220.00,80300,t,30,60,90,365,0,0,0,,,,,,,,60.30164384,45.10109589,0.081134247,15.8430137,4.594520548,9.324109589,64.74986301,62.47671233,136.1380822,358.3241455
41.92597,-87.71336,60647,16524840,https://www.airbnb.com/rooms/16524840,Heart of Logan Square by the Blueline train,https://a0.muscache.com/pictures/0951fd2f-2376-4fe3-b3a8-2a034df5e29d.jpg,44041158,https://www.airbnb.com/users/show/44041158,Bill,12-09-2015,"Pinehurst, NC",100%,t,https://a0.muscache.com/im/users/44041158/profile_pic/1442107478/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/44041158/profile_pic/1442107478/original.jpg?aki_policy=profile_x_medium,Logan Square,4,t,f,Logan Square,Entire rental unit,1,Entire home/apt,2,1 bath,2,2,99.00,8613,t,27,57,87,87,3,0,0,5,5,5,5,5,5,5,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,329.8670669
41.97303,-87.77702,60630,16630783,https://www.airbnb.com/rooms/16630783,Bright Sunny Private/Guest Bedroom. Females Only.,https://a0.muscache.com/pictures/miso/Hosting-16630783/original/ac7db0c6-6024-4c7b-92a1-ba70323d2c6d.jpeg,2498168,https://www.airbnb.com/users/show/2498168,Prema,30-05-2012,"Chicago, IL",78%,t,https://a0.muscache.com/im/pictures/user/60bbab94-5ea4-4bc1-875b-d1d50fa04fcc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/60bbab94-5ea4-4bc1-875b-d1d50fa04fcc.jpg?aki_policy=profile_x_medium,Jefferson Park,1,t,t,Jefferson Park,Private room in condo,2,Private room,1,1 shared bath,1,1,28.00,3668,t,30,41,42,131,13,3,0,4.85,4.92,4.92,5,5,4.92,4.77,59.65150685,44.19150685,0.079873973,15.58054795,4.594520548,9.318082192,63.08849315,64.01315068,136.7583562,190.5230496
41.88728,-87.75794,60644,16662423,https://www.airbnb.com/rooms/16662423,Grand Victorian Mansion in Austin Area,https://a0.muscache.com/pictures/57a9c1e1-41f2-4086-b556-d18d5fe1746d.jpg,75290037,https://www.airbnb.com/users/show/75290037,Samantha,01-06-2016,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/e89ac104-07c9-49e3-95a4-4c858cf81cc9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e89ac104-07c9-49e3-95a4-4c858cf81cc9.jpg?aki_policy=profile_x_medium,Austin,1,t,f,Austin,Entire home,3,Entire home/apt,16,5 baths,7,18,614.00,207532,t,22,46,70,338,23,17,0,4.87,4.96,5,4.91,4.96,4.35,4.74,60.40931507,45.23369863,0.081353425,16.07726027,5.090410959,9.320821918,66.37863014,62.24164384,205.5819178,93.02926735
